pad	1000000000
unk	1000000000
<s>	1000000000
</s>	1000000000
co	353648
va	248007
unk	226446
cua	225510
la	217507
nhung	217273
khong	199965
trong	184339
nguoi	175488
duoc	171787
do	170698
cho	170498
mot	170166
cac	167650
de	160492
toi	154042
da	149274
ban	144556
tu	140256
voi	137057
the	136836
con	135838
thi	133448
cung	133023
dong	131084
nay	125313
nam	117472
khi	115137
chi	110123
ve	105147
nhan	99483
lam	98753
noi	98374
doi	98034
moi	97833
dung	97543
anh	96974
gia	95941
den	95525
su	95430
cong	94950
dau	93893
quan	92052
nhieu	91565
van	89584
o	87753
an	87595
bo	87467
thu	86996
ra	86914
tai	86491
tinh	86154
qua	85610
vi	84679
lai	84311
se	83524
nhu	83238
dan	82667
so	82291
du	81300
dang	79965
day	78498
hoc	78065
dinh	77321
bi	76092
phai	75900
minh	75832
thanh	75621
di	75549
vao	74291
ca	73426
nha	72532
chung	72359
ho	72230
ngay	72069
viec	70999
bao	70051
hoi	67434
truong	65929
thuc	65650
hien	65222
tien	63283
can	62475
hon	62434
nuoc	61863
biet	61608
hai	61107
sau	61100
sinh	60233
ma	59663
mat	58996
tren	58822
hang	57236
thay	57143
thuong	57033
nen	56240
thoi	56172
dieu	55042
ong	54803
nhat	53266
em	52737
cau	52228
duong	50861
trung	50398
rat	50121
chuyen	50050
vien	49505
nang	49053
dien	48811
chu	48761
theo	48313
dai	47677
hoa	47163
chinh	46974
luc	46662
thong	46357
phan	46343
quoc	45936
tam	45917
bat	45826
viet	45187
song	45149
san	44694
cam	43692
tri	43683
to	42834
dat	42333
hay	42188
tro	41662
ky	41522
tuong	40924
cao	40817
khac	40755
tham	40443
cu	39785
lan	39754
hanh	39677
vo	39227
nao	39161
me	38775
ta	38393
dao	38333
hop	38201
gian	38182
yeu	38025
loi	38009
thang	37927
ba	37923
ly	37783
chua	37667
bien	37455
cach	37341
ngoai	37122
diem	37103
vu	37101
phu	37071
phat	37022
truoc	36370
canh	36119
xe	35963
dua	35844
phong	35747
nghi	35623
nguyen	34970
len	34904
may	34382
y	34369
roi	34317
no	34192
xa	34002
than	33970
danh	33894
trang	33669
giao	33547
mua	33448
huong	33156
trinh	33060
neu	32920
bang	32809
nho	32781
vay	32639
tin	32578
rang	32545
hinh	31772
toan	31257
nghe	31125
cai	31111
kien	30662
cuoc	30271
te	30265
khach	30252
ke	30208
kho	30154
hieu	30144
luong	30071
chuc	29701
mo	29697
sang	29604
mang	29484
lon	29176
cap	29131
gio	29012
gi	28893
chong	28884
dam	28778
tang	28636
pham	28410
tra	28316
tiep	28276
kinh	28275
binh	28175
trai	28158
nhien	28067
phuong	28049
ha	27911
le	27818
ben	27755
tuoi	27638
tac	27638
tay	27537
tao	27507
he	27209
muon	27097
giai	26810
benh	26655
don	26422
be	26281
gioi	26255
bac	26252
ket	25902
tre	25830
tim	25365
tap	25153
pho	24731
nhau	24648
chan	24581
quy	24470
mau	24194
nghiep	24026
gan	24007
tuc	23814
tuy	23694
mon	23555
bai	23496
xay	23334
chat	22808
han	22798
phuc	22604
tot	22570
lo	22521
long	22203
boi	22180
tan	22107
deu	21834
tung	21829
khien	21804
doc	21792
lien	21740
cuoi	21237
kiem	21149
bay	20909
tieu	20852
si	20639
that	20504
muc	20478
kha	20374
tran	20335
khu	20186
my	20124
loai	20098
vua	19976
xuat	19968
hoan	19929
giup	19878
phap	19860
doan	19546
tranh	19513
giam	19372
che	19224
sat	19184
dac	19126
dia	18978
tuyen	18896
ai	18894
tich	18882
tieng	18881
sao	18796
duc	18665
thuoc	18568
het	18516
manh	18460
chau	18442
ay	18432
lich	18410
gay	18408
lang	18407
ngan	18388
vong	18376
quyet	18361
quyen	18328
khoi	18227
them	18192
suc	18168
thiet	18095
sach	18034
mai	17948
vat	17883
hoac	17791
dep	17700
luon	17635
nua	17585
ngu	17532
ty	17484
cuu	17440
tat	17425
trien	17374
chien	17204
nu	17146
vai	16942
chon	16757
ung	16514
cang	16487
trieu	16468
chay	16430
ngoi	16323
chang	16217
cham	16133
nghiem	16115
khan	16018
phi	15854
lap	15774
tho	15732
doanh	15584
cay	15550
thai	15527
ro	15457
thich	15454
gap	15434
xu	15403
chia	15196
vung	15139
lanh	15130
lua	15062
hoat	14955
mac	14930
xuong	14909
choi	14883
gai	14851
dich	14719
goi	14717
vuc	14631
chiec	14617
nhin	14572
bong	14561
khoa	14536
nhiem	14355
quang	14339
lay	14304
duoi	14168
giua	13957
nong	13912
linh	13862
khoang	13686
nan	13597
hoang	13542
tuan	13477
khai	13434
am	13428
chuong	13329
thieu	13286
vang	13282
buoc	13184
dem	13165
hau	13141
thien	13139
truyen	12863
ngo	12837
luat	12772
mong	12739
it	12730
hung	12604
lao	12402
man	12291
cuc	12090
giu	12042
lieu	11802
xin	11798
nganh	11751
ton	11737
xem	11656
tong	11656
uong	11614
chieu	11572
lop	11315
troi	11171
toc	11164
nhac	11129
on	11106
huyen	11084
lau	11051
dap	11000
truc	10880
niem	10860
xac	10831
quen	10755
ten	10689
tau	10653
nhap	10647
tiet	10564
nghia	10454
vui	10416
nhanh	10342
ap	10294
giong	10118
ao	10059
son	9985
giay	9960
pha	9881
ngon	9839
thoai	9805
rieng	9753
sac	9733
cha	9731
thao	9729
thuat	9677
hom	9600
xet	9475
phia	9406
phim	9365
giac	9339
hat	9252
bieu	9205
rong	9133
hiem	9089
chiu	9073
nham	9052
sai	8997
nga	8966
giang	8895
thap	8854
luu	8796
luan	8779
tru	8754
chet	8700
hong	8687
cuong	8683
thuan	8676
mien	8606
chuan	8585
nhom	8484
khau	8468
khoe	8454
keo	8364
xuc	8289
chac	8196
a	8146
trach	8135
cat	8128
tram	8069
dot	8062
coi	8057
tron	8017
kem	8010
thuy	7896
chap	7884
buoi	7854
thua	7848
nguy	7610
huu	7605
nguon	7566
buc	7515
khang	7509
khoan	7487
duy	7427
yen	7398
vinh	7355
que	7354
ninh	7314
quay	7281
huy	7215
thue	7160
toa	7153
xanh	7146
sua	7128
ngoc	6925
quanh	6906
buon	6875
hao	6847
nghien	6834
gui	6815
nhe	6752
nien	6738
nuoi	6711
hut	6690
kham	6690
phut	6686
banh	6623
von	6611
hoach	6565
phep	6505
ham	6448
xung	6435
suy	6426
ghi	6375
gom	6332
som	6305
trao	6301
xuyen	6261
vuot	6248
tuyet	6232
sung	6201
goc	6182
gop	6181
ga	6165
mui	6014
gang	6001
kieu	5936
thit	5904
bon	5900
lac	5887
kich	5874
ngam	5774
soc	5633
phoi	5593
uy	5588
ngai	5503
nhi	5474
suot	5473
go	5469
sap	5463
xuan	5452
khuyen	5433
kim	5358
sa	5281
giau	5145
rung	5139
xong	5133
luyen	5074
lung	5072
ich	4997
hy	4958
chut	4932
cuon	4914
uoc	4806
khung	4792
rau	4784
nui	4736
mieng	4721
hap	4719
com	4682
uu	4629
khao	4602
phien	4564
huynh	4563
kia	4542
moc	4501
ngot	4493
ki	4481
thoat	4469
nhiet	4457
bua	4415
tet	4409
met	4382
bung	4342
chao	4315
kip	4298
liet	4279
thoa	4276
khoc	4264
xau	4263
tui	4263
soi	4259
thac	4249
thach	4222
chup	4198
sam	4186
gon	4159
ghe	4150
loc	4149
ngheo	4016
nhay	3985
phe	3963
bau	3892
re	3883
bot	3877
xep	3865
sot	3837
bam	3809
vuon	3807
vuong	3744
khap	3741
soat	3719
dip	3709
om	3701
rut	3681
thon	3668
tiem	3663
nau	3635
au	3630
lu	3628
tha	3608
nguoc	3604
boc	3538
loan	3535
chiem	3522
muoi	3492
ti	3480
khanh	3477
net	3474
thom	3473
thuyen	3455
luoc	3443
cuop	3441
thuyet	3402
bui	3400
vet	3384
huyet	3380
tiec	3376
hiep	3358
chim	3345
ngang	3294
ruou	3288
sieu	3258
xua	3214
mach	3192
truy	3157
trom	3150
cot	3142
hen	3142
mung	3127
guong	3080
khuc	3043
suat	2966
hoai	2953
nop	2945
ngua	2942
non	2929
rac	2928
mu	2921
mi	2898
sy	2895
rua	2894
giet	2893
oi	2852
mam	2851
loat	2846
ven	2782
dut	2768
nem	2745
xom	2740
ngung	2740
giat	2731
mem	2724
lenh	2724
thoang	2722
hue	2707
nghin	2702
luoi	2684
rao	2671
luot	2655
keu	2639
bach	2629
deo	2600
tom	2593
leo	2592
lat	2589
ran	2578
li	2551
u	2537
xam	2455
xo	2440
thinh	2438
ngap	2428
hu	2388
bep	2339
xinh	2333
nuong	2310
ru	2307
gao	2292
thung	2263
say	2260
ne	2234
khuon	2226
kin	2219
ep	2210
phieu	2208
gianh	2208
uc	2186
khich	2175
oc	2167
viem	2142
chin	2135
ruot	2132
ngat	2131
doa	2121
chot	2120
sanh	2118
treo	2109
duyen	2105
beo	2085
nhang	2082
huan	2030
quat	2028
cum	2021
thau	2015
bom	2000
ngoan	1999
phao	1993
xao	1990
bu	1981
khen	1972
suong	1965
khe	1954
khat	1953
coc	1948
chai	1935
phau	1911
men	1910
nguong	1904
trua	1902
chuoi	1873
lot	1870
nhuong	1870
unkhunk	1866
gat	1860
bia	1858
na	1838
xi	1817
nguc	1814
doat	1809
ganh	1806
menh	1774
nhon	1770
diep	1757
chui	1752
chanh	1722
hua	1715
nai	1710
ron	1692
xoay	1689
trau	1659
vot	1641
giuong	1634
buong	1631
ngao	1630
ac	1603
rui	1598
xoa	1597
rai	1588
phuoc	1576
meo	1566
xang	1560
khieu	1547
triet	1538
bun	1537
nut	1524
nhip	1524
sut	1522
suoi	1522
ngac	1520
diu	1516
chen	1505
lui	1504
ua	1500
khoanh	1493
kenh	1471
heo	1463
sen	1451
trich	1434
nhuan	1433
mao	1421
khoai	1410
ren	1401
muu	1398
e	1388
in	1376
hi	1373
ranh	1367
nap	1342
ruong	1339
hep	1333
oan	1317
im	1316
phung	1309
rap	1306
xoi	1291
ram	1289
trat	1270
rot	1268
gieng	1264
ruc	1264
giap	1263
nat	1261
tach	1259
chem	1251
khon	1249
unkmunk	1247
lech	1246
but	1240
gam	1238
muong	1235
ot	1231
thiep	1213
kheo	1201
quynh	1177
vut	1154
ghep	1140
chuot	1135
nhuc	1134
min	1134
liem	1132
duyet	1122
diet	1121
vach	1108
xach	1107
gac	1089
kiet	1088
trac	1086
via	1081
truot	1068
nhua	1055
gin	1053
ruoi	1033
ray	1027
quai	1024
nep	1024
khuan	1016
quet	1015
cheo	1012
cui	1010
bap	1008
luy	1006
gion	962
nghen	959
gach	958
choc	952
giot	946
at	931
ghet	911
chenh	908
bich	900
tua	896
ret	893
hot	888
vit	887
phun	882
khiem	880
sep	872
vac	854
nguyet	848
khuyet	837
sup	832
nghich	830
thep	827
tue	817
i	809
lut	808
rach	802
vy	800
xot	793
ut	792
suu	785
phang	784
choang	781
uot	773
soan	770
huc	753
voc	747
xen	745
xon	742
nghiet	739
thieng	738
khop	736
nuc	734
gau	729
ri	725
map	724
ngui	720
nhoc	719
nhai	715
not	711
nhot	708
chep	705
ghen	702
vanh	699
pin	699
dui	695
tia	692
nhao	691
phanh	691
xich	688
trum	688
vun	685
lach	675
nhiep	674
mieu	672
nghieng	672
khuat	671
suon	668
huoc	659
nhoi	653
xat	648
loa	648
hoanh	643
khep	642
pa	642
buyt	639
thot	634
xiu	634
xit	631
guc	630
mit	629
dom	629
set	621
buu	615
ngau	614
tuu	613
vap	612
uyen	612
khiep	609
muot	606
nac	604
mia	602
eo	601
nuot	598
kieng	594
mun	589
neo	581
chop	581
khoac	577
un	577
tuoc	572
xan	571
lieng	562
ui	560
nhuoc	557
nom	554
xuoi	550
kep	537
bop	536
run	535
ngong	532
niu	531
thia	529
uop	528
dun	526
mim	524
rom	520
miet	517
cut	515
nhen	514
khia	503
loang	498
gung	495
chum	495
ruoc	488
uon	485
ngach	485
ni	483
noc	483
chuoc	482
oanh	481
mom	474
doong	474
treu	473
bit	471
leu	470
lun	463
nhuyen	461
ria	461
khuya	460
got	455
buom	454
xai	444
oai	440
det	433
xoai	428
vieng	427
lit	427
gu	426
cop	418
hem	416
nhuom	409
hit	399
tanh	391
nhet	387
ken	386
xeo	384
tut	383
dum	379
xoan	375
chom	374
trut	374
tum	372
then	366
loet	365
trot	365
veo	363
seo	362
mut	361
troc	358
top	358
khiet	358
uat	354
thuo	354
nung	354
sim	354
ech	351
yet	349
phuot	348
hach	347
gieo	344
lim	335
ngoat	328
ang	327
siet	325
nhut	317
nheo	314
rinh	314
khinh	311
yem	311
teo	310
chich	306
ach	304
buou	303
quach	302
up	301
lom	295
phac	295
toat	291
nanh	290
chiet	287
hoay	286
suyt	284
tit	279
uom	279
bup	278
cup	277
khuong	276
gong	276
bet	274
loay	273
nieu	273
tuot	271
reo	270
theu	270
xuoc	269
guom	268
thet	266
phen	263
kiep	262
khoat	261
triu	260
giun	259
ngut	259
giuc	257
en	256
chit	248
oa	242
ngom	242
hac	242
phinh	238
buot	237
vom	237
liu	236
tem	236
duan	233
bieng	233
quyt	228
xum	226
khay	226
reu	225
luom	225
thuot	223
lem	222
mep	218
chieng	218
sum	218
lum	217
xop	216
xoang	215
lia	214
riet	214
nghenh	213
nhong	211
tray	210
phot	209
ngop	205
pu	203
nghet	202
xap	201
xoc	200
khoet	197
venh	196
phach	194
toai	194
tuon	193
xiet	191
khuay	191
thoc	190
chuon	190
nin	189
xien	187
bim	187
sui	187
nhoang	185
xui	182
denh	181
ruom	180
beu	179
sec	179
tep	178
mich	176
op	176
rop	175
nhun	175
xoe	174
let	173
phon	170
nhoa	169
thui	168
riu	167
rit	161
cun	161
hun	159
thiu	158
chech	157
thiem	157
po	157
nit	155
nghinh	154
ghenh	153
huou	151
nhich	149
khieng	149
hui	148
khuynh	146
nach	145
nhue	144
phay	143
sun	143
hum	142
xue	141
khua	141
trui	139
biu	138
trap	138
ue	138
hoe	138
biec	137
xiec	136
muop	134
rem	133
nhech	128
lep	128
khet	127
him	127
quac	125
khue	124
nhem	124
um	123
khit	122
diec	122
phom	120
suyen	119
sin	118
rieu	117
toe	117
viu	116
gioc	114
tret	114
duom	112
thut	112
toang	112
dim	111
xiem	111
khom	110
chun	110
doai	110
phui	108
nhim	107
loe	104
vin	103
pi	103
gut	100
thun	100
hiu	100
nup	100
liec	100
thin	99
rup	99
phin	99
bin	98
gium	98
vam	97
xieu	95
inh	95
tria	92
phet	91
ngoac	91
nghech	90
rum	90
boa	89
tiu	89
phiem	89
nhoai	88
quo	88
tuom	88
ngoanh	87
rich	87
truu	87
xuyt	86
sip	85
pan	85
ngum	85
leng	83
nhum	81
sieng	81
nhinh	80
unkaunk	80
truon	80
meu	78
giem	78
chip	78
due	77
nguu	76
dop	76
queo	75
loanh	74
gieu	74
gie	74
bip	73
ngup	72
boong	72
xup	72
khuyu	72
hup	71
khuy	70
ngheu	70
gheo	69
roc	69
pheo	68
num	68
hoen	67
dit	67
nuou	67
chuom	66
soai	65
voan	64
nhoe	63
tup	63
nich	62
nuom	61
quap	60
unkxunk	60
xoong	60
nuop	60
ngun	59
thop	59
tenh	59
uoi	58
toac	58
phich	57
kheu	57
hooc	56
guoc	56
tuat	55
hich	54
xia	54
ngoe	54
xech	54
cuom	53
nghit	53
beng	52
ghim	52
thy	52
khenh	52
cheng	52
gien	52
toet	51
dec	51
pang	50
lup	50
nhiec	50
goa	49
nguay	49
thenh	49
thiec	48
kech	48
ngoa	47
choe	47
ny	46
biem	46
dup	45
henh	45
keng	45
peng	44
truan	44
mop	44
thoan	44
xeng	44
oang	43
phiet	43
khuoc	42
khuech	42
ghem	41
xuyet	41
khem	41
nia	39
rin	39
vau	39
kit	39
thuom	38
duot	37
ghien	37
nhui	37
ruon	36
lin	36
uan	36
mum	36
tip	36
khuang	36
oam	36
ngoay	35
thim	35
teu	35
phuy	35
nhiu	35
bum	35
noong	34
xuy	34
dieng	33
xy	33
pac	33
nhep	33
iu	32
khuu	32
nghiu	31
nhoen	31
huoi	31
vooc	31
toanh	30
seu	30
din	30
tun	29
xieng	29
unkgunk	29
noan	28
rim	28
pheu	28
khui	28
oe	27
ngoang	27
hieng	27
khum	26
tuyt	26
truat	26
hec	25
pon	25
siu	25
khuot	25
unkkmunk	25
doang	25
ruy	24
khot	24
nhop	24
nhit	23
phiu	23
sit	23
nieng	22
oach	21
nguech	21
sop	21
sia	21
giut	21
nhoet	21
ia	21
soa	21
ngoam	20
phuon	20
muom	20
sem	20
hech	20
quam	20
unkqhunk	19
pay	19
phoc	19
thech	19
soang	19
nhuy	19
choan	19
pe	19
nghim	19
duat	18
xenh	18
huo	18
sue	17
dach	17
pai	17
loong	17
khoay	17
huych	16
chuop	16
choai	16
miu	16
khiu	16
nheu	16
senh	16
pao	16
xoet	15
tuech	15
sooc	15
tuenh	15
toong	15
nguom	15
bech	15
thuon	14
oat	14
dech	14
chach	14
giui	14
liep	14
moong	14
eu	13
ec	13
nguyt	13
xuot	13
huyt	12
thup	12
nhoam	12
thip	12
vec	12
oap	12
huom	12
thum	12
hip	12
ry	12
mooc	12
nenh	12
unkhunkhunk	12
choet	12
pau	11
choac	11
uyn	11
poong	11
hin	11
enh	10
phieng	10
choat	10
panh	10
gua	10
pia	10
unktrmunk	10
trem	9
nuy	9
hoam	9
coong	9
choa	9
luyn	9
unkpunk	9
veu	9
tec	9
pinh	9
huenh	9
unktunk	9
giuoc	8
vuu	8
xoanh	8
unknunk	8
nghep	8
rep	8
et	8
unkqhktpunk	8
pot	8
thoong	8
vem	7
phech	7
unkvunk	7
heu	7
vop	7
phua	7
ghiep	7
troong	7
tuyn	7
chuy	7
unkgxunk	6
pieu	6
soong	6
moa	6
niet	6
duon	6
poi	6
trit	6
chyen	6
phenh	6
vim	6
unkdunk	6
hoet	6
phop	6
moai	6
toen	6
guoi	6
uynh	6
unkuunk	6
pong	6
pheng	6
ieu	6
kiu	6
nhach	6
xoach	6
khoen	6
tryen	5
vuoc	5
bem	5
unkxunkxunk	5
reng	5
riep	5
pua	5
ieng	5
khun	5
xoac	5
mup	5
trieng	5
phum	5
ngoet	5
heng	5
unkcunk	5
pien	5
nhia	5
nhuat	4
peo	4
xuon	4
theng	4
lip	4
bec	4
rien	4
unkkunk	4
nuyen	4
hia	4
chuyet	4
ien	4
unkvsunk	4
pung	4
khuou	4
roa	4
luynh	4
teng	4
gioang	4
iem	4
vich	4
uay	4
luyt	4
ghiec	4
giom	4
unklunk	4
nim	4
unkcmunk	4
trin	3
mip	3
boan	3
unkxxunk	3
guyen	3
chuech	3
mec	3
pun	3
nhuot	3
pom	3
quao	3
triem	3
unktrunk	3
unkmunkmunk	3
dy	3
quenh	3
rech	3
xoen	3
unkusdunk	3
nun	3
thuu	3
unkbunk	3
pieng	3
meng	3
xoat	3
neng	3
uych	3
eng	3
yeng	3
nuon	3
chuenh	3
soanh	3
choem	2
pet	2
nhenh	2
unkcatpvunk	2
ghiem	2
try	2
huyn	2
noai	2
xun	2
gum	2
trun	2
roet	2
riem	2
nooc	2
ghiu	2
pui	2
ueklenunk	2
pat	2
xut	2
iet	2
unknqqhunk	2
ruynh	2
toay	2
khoam	2
sich	2
nhuon	2
dnkqdnhnnunk	2
goai	2
tuen	2
biep	2
guon	2
uyet	2
nech	2
doac	2
quau	2
goong	2
truoi	2
rip	2
pich	2
sech	2
mech	2
rue	2
doe	2
trech	2
unkmunkmunkmunkmunk	2
choong	2
khuoi	2
guot	2
iec	2
nghieu	2
phit	1
loac	1
chuo	1
khyen	1
dooc	1
trec	1
giep	1
luyet	1
pam	1
pep	1
lec	1
guyn	1
soap	1
unkkwhunk	1
hiet	1
loam	1
xoam	1
huon	1
chuyn	1
siem	1
khuen	1
huop	1
suoc	1
trooc	1
phuynh	1
giuu	1
quya	1
vuom	1
nghem	1
nhy	1
choanh	1
xec	1
miec	1
roan	1
unkyunk	1
py	1
gim	1
buy	1
huay	1
xiep	1
iep	1
thyet	1
nhuoi	1
unkfaunk	1
ngoach	1
roe	1
miem	1
unkkhpcunk	1
tuop	1
phup	1
phuoi	1
doen	1
khut	1
khuo	1
oem	1
choen	1
trim	1
soet	1
troe	1
dayajday	1
chiep	1
unkxunkxunkxunkxunkxunkxunkxunk	1
khuet	1
luen	1
khoong	1
vip	1
puong	1
dnkqdcatpxunk	1
uokhoacunk	1
doet	1
tuynh	1
tech	1
unkfunk	1
unkqunk	1
quyn	1
unkmmhunk	1
ghech	1
uuoxuongunk	1
roat	1
hiec	1
tuou	1
ngoen	1
oac	1
unkoyunkcdhunkufdunk	1
unkkgmunk	1
unkkaunk	1
khuenh	1
giop	1
noen	1
pim	1
seng	1
